ds,y
1/16/2012,133.72
1/17/2012,133.72
1/18/2012,133.72
1/19/2012,133.72
1/20/2012,133.72
1/21/2012,133.72
1/22/2012,133.72
1/23/2012,134.1
1/24/2012,134.1
1/25/2012,134.1
1/26/2012,134.1
1/27/2012,134.1
1/28/2012,134.1
1/29/2012,134.1
1/30/2012,134.25
1/31/2012,134.25
2/1/2012,134.25
2/2/2012,134.25
2/3/2012,134.25
2/4/2012,134.25
2/5/2012,134.25
2/6/2012,134.9
2/7/2012,134.9
2/8/2012,134.9
2/9/2012,134.9
2/10/2012,134.9
2/11/2012,134.9
2/12/2012,134.9
2/13/2012,135.21
2/14/2012,135.21
2/15/2012,135.21
2/16/2012,135.21
2/17/2012,135.21
2/18/2012,135.21
2/19/2012,135.21
2/20/2012,136.21
2/21/2012,136.21
2/22/2012,136.21
2/23/2012,136.21
2/24/2012,136.21
2/25/2012,136.21
2/26/2012,136.21
2/27/2012,137.3
2/28/2012,137.3
2/29/2012,137.3
3/1/2012,137.3
3/2/2012,137.3
3/3/2012,137.3
3/4/2012,137.3
3/5/2012,137.9
3/6/2012,137.9
3/7/2012,137.9
3/8/2012,137.9
3/9/2012,137.9
3/10/2012,137.9
3/11/2012,137.9
3/12/2012,138.96
3/13/2012,138.96
3/14/2012,138.96
3/15/2012,138.96
3/16/2012,138.96
3/17/2012,138.96
3/18/2012,138.96
3/19/2012,139.48
3/20/2012,139.48
3/21/2012,139.48
3/22/2012,139.48
3/23/2012,139.48
3/24/2012,139.48
3/25/2012,139.48
3/26/2012,140.99
3/27/2012,140.99
3/28/2012,140.99
3/29/2012,140.99
3/30/2012,140.99
3/31/2012,140.99
4/1/2012,140.99
4/2/2012,141.97
4/3/2012,141.97
4/4/2012,141.97
4/5/2012,141.97
4/6/2012,141.97
4/7/2012,141.97
4/8/2012,141.97
4/9/2012,142.17
4/10/2012,142.17
4/11/2012,142.17
4/12/2012,142.17
4/13/2012,142.17
4/14/2012,142.17
4/15/2012,142.17
4/16/2012,141.76
4/17/2012,141.76
4/18/2012,141.76
4/19/2012,141.76
4/20/2012,141.76
4/21/2012,141.76
4/22/2012,141.76
4/23/2012,141
4/24/2012,141
4/25/2012,141
4/26/2012,141
4/27/2012,141
4/28/2012,141
4/29/2012,141
4/30/2012,140.14
5/1/2012,140.14
5/2/2012,140.14
5/3/2012,140.14
5/4/2012,140.14
5/5/2012,140.14
5/6/2012,140.14
5/7/2012,138.29
5/8/2012,138.29
5/9/2012,138.29
5/10/2012,138.29
5/11/2012,138.29
5/12/2012,138.29
5/13/2012,138.29
5/14/2012,135.77
5/15/2012,135.77
5/16/2012,135.77
5/17/2012,135.77
5/18/2012,135.77
5/19/2012,135.77
5/20/2012,135.77
5/21/2012,134.37
5/22/2012,134.37
5/23/2012,134.37
5/24/2012,134.37
5/25/2012,134.37
5/26/2012,134.37
5/27/2012,134.37
5/28/2012,134.06
5/29/2012,134.06
5/30/2012,134.06
5/31/2012,134.06
6/1/2012,134.06
6/2/2012,134.06
6/3/2012,134.06
6/4/2012,133.67
6/5/2012,133.67
6/6/2012,133.67
6/7/2012,133.67
6/8/2012,133.67
6/9/2012,133.67
6/10/2012,133.67
6/11/2012,131.99
6/12/2012,131.99
6/13/2012,131.99
6/14/2012,131.99
6/15/2012,131.99
6/16/2012,131.99
6/17/2012,131.99
6/18/2012,131.55
6/19/2012,131.55
6/20/2012,131.55
6/21/2012,131.55
6/22/2012,131.55
6/23/2012,131.55
6/24/2012,131.55
6/25/2012,130.5
6/26/2012,130.5
6/27/2012,130.5
6/28/2012,130.5
6/29/2012,130.5
6/30/2012,130.5
7/1/2012,130.5
7/2/2012,131.06
7/3/2012,131.06
7/4/2012,131.06
7/5/2012,131.06
7/6/2012,131.06
7/7/2012,131.06
7/8/2012,131.06
7/9/2012,131.49
7/10/2012,131.49
7/11/2012,131.49
7/12/2012,131.49
7/13/2012,131.49
7/14/2012,131.49
7/15/2012,131.49
7/16/2012,132.21
7/17/2012,132.21
7/18/2012,132.21
7/19/2012,132.21
7/20/2012,132.21
7/21/2012,132.21
7/22/2012,132.21
7/23/2012,132.78
7/24/2012,132.78
7/25/2012,132.78
7/26/2012,132.78
7/27/2012,132.78
7/28/2012,132.78
7/29/2012,132.78
7/30/2012,133.39
7/31/2012,133.39
8/1/2012,133.39
8/2/2012,133.39
8/3/2012,133.39
8/4/2012,133.39
8/5/2012,133.39
8/6/2012,134.27
8/7/2012,134.27
8/8/2012,134.27
8/9/2012,134.27
8/10/2012,134.27
8/11/2012,134.27
8/12/2012,134.27
8/13/2012,135.72
8/14/2012,135.72
8/15/2012,135.72
8/16/2012,135.72
8/17/2012,135.72
8/18/2012,135.72
8/19/2012,135.72
8/20/2012,137.1
8/21/2012,137.1
8/22/2012,137.1
8/23/2012,137.1
8/24/2012,137.1
8/25/2012,137.1
8/26/2012,137.1
8/27/2012,138.03
8/28/2012,138.03
8/29/2012,138.03
8/30/2012,138.03
8/31/2012,138.03
9/1/2012,138.03
9/2/2012,138.03
9/3/2012,138.91
9/4/2012,138.91
9/5/2012,138.91
9/6/2012,138.91
9/7/2012,138.91
9/8/2012,138.91
9/9/2012,138.91
9/10/2012,139.42
9/11/2012,139.42
9/12/2012,139.42
9/13/2012,139.42
9/14/2012,139.42
9/15/2012,139.42
9/16/2012,139.42
9/17/2012,139.54
9/18/2012,139.54
9/19/2012,139.54
9/20/2012,139.54
9/21/2012,139.54
9/22/2012,139.54
9/23/2012,139.54
9/24/2012,138.43
9/25/2012,138.43
9/26/2012,138.43
9/27/2012,138.43
9/28/2012,138.43
9/29/2012,138.43
9/30/2012,138.43
10/1/2012,138.24
10/2/2012,138.24
10/3/2012,138.24
10/4/2012,138.24
10/5/2012,138.24
10/6/2012,138.24
10/7/2012,138.24
10/8/2012,138.35
10/9/2012,138.35
10/10/2012,138.35
10/11/2012,138.35
10/12/2012,138.35
10/13/2012,138.35
10/14/2012,138.35
10/15/2012,138.29
10/16/2012,138.29
10/17/2012,138.29
10/18/2012,138.29
10/19/2012,138.29
10/20/2012,138.29
10/21/2012,138.29
10/22/2012,136.98
10/23/2012,136.98
10/24/2012,136.98
10/25/2012,136.98
10/26/2012,136.98
10/27/2012,136.98
10/28/2012,136.98
10/29/2012,136.43
10/30/2012,136.43
10/31/2012,136.43
11/1/2012,136.43
11/2/2012,136.43
11/3/2012,136.43
11/4/2012,136.43
11/5/2012,135.09
11/6/2012,135.09
11/7/2012,135.09
11/8/2012,135.09
11/9/2012,135.09
11/10/2012,135.09
11/11/2012,135.09
11/12/2012,134.56
11/13/2012,134.56
11/14/2012,134.56
11/15/2012,134.56
11/16/2012,134.56
11/17/2012,134.56
11/18/2012,134.56
11/19/2012,134.38
11/20/2012,134.38
11/21/2012,134.38
11/22/2012,134.38
11/23/2012,134.38
11/24/2012,134.38
11/25/2012,134.38
11/26/2012,133.05
11/27/2012,133.05
11/28/2012,133.05
11/29/2012,133.05
11/30/2012,133.05
12/1/2012,133.05
12/2/2012,133.05
12/3/2012,132.55
12/4/2012,132.55
12/5/2012,132.55
12/6/2012,132.55
12/7/2012,132.55
12/8/2012,132.55
12/9/2012,132.55
12/10/2012,131.98
12/11/2012,131.98
12/12/2012,131.98
12/13/2012,131.98
12/14/2012,131.98
12/15/2012,131.98
12/16/2012,131.98
12/17/2012,131.95
12/18/2012,131.95
12/19/2012,131.95
12/20/2012,131.95
12/21/2012,131.95
12/22/2012,131.95
12/23/2012,131.95
12/24/2012,131.92
12/25/2012,131.92
12/26/2012,131.92
12/27/2012,131.92
12/28/2012,131.92
12/29/2012,131.92
12/30/2012,131.92
12/31/2012,131.86
1/1/2013,131.86
1/2/2013,131.86
1/3/2013,131.86
1/4/2013,131.86
1/5/2013,131.86
1/6/2013,131.86
1/7/2013,132
1/8/2013,132
1/9/2013,132
1/10/2013,132
1/11/2013,132
1/12/2013,132
1/13/2013,132
1/14/2013,132.21
1/15/2013,132.21
1/16/2013,132.21
1/17/2013,132.21
1/18/2013,132.21
1/19/2013,132.21
1/20/2013,132.21
1/21/2013,132.95
1/22/2013,132.95
1/23/2013,132.95
1/24/2013,132.95
1/25/2013,132.95
1/26/2013,132.95
1/27/2013,132.95
1/28/2013,134.38
1/29/2013,134.38
1/30/2013,134.38
1/31/2013,134.38
2/1/2013,134.38
2/2/2013,134.38
2/3/2013,134.38
2/4/2013,135.56
2/5/2013,135.56
2/6/2013,135.56
2/7/2013,135.56
2/8/2013,135.56
2/9/2013,135.56
2/10/2013,135.56
2/11/2013,136.86
2/12/2013,136.86
2/13/2013,136.86
2/14/2013,136.86
2/15/2013,136.86
2/16/2013,136.86
2/17/2013,136.86
2/18/2013,138.5
2/19/2013,138.5
2/20/2013,138.5
2/21/2013,138.5
2/22/2013,138.5
2/23/2013,138.5
2/24/2013,138.5
2/25/2013,139.47
2/26/2013,139.47
2/27/2013,139.47
2/28/2013,139.47
3/1/2013,139.47
3/2/2013,139.47
3/3/2013,139.47
3/4/2013,140
3/5/2013,140
3/6/2013,140
3/7/2013,140
3/8/2013,140
3/9/2013,140
3/10/2013,140
3/11/2013,137.58
3/12/2013,137.58
3/13/2013,137.58
3/14/2013,137.58
3/15/2013,137.58
3/16/2013,137.58
3/17/2013,137.58
3/18/2013,137.09
3/19/2013,137.09
3/20/2013,137.09
3/21/2013,137.09
3/22/2013,137.09
3/23/2013,137.09
3/24/2013,137.09
3/25/2013,137.3
3/26/2013,137.3
3/27/2013,137.3
3/28/2013,137.3
3/29/2013,137.3
3/30/2013,137.3
3/31/2013,137.3
4/1/2013,137.31
4/2/2013,137.31
4/3/2013,137.31
4/4/2013,137.31
4/5/2013,137.31
4/6/2013,137.31
4/7/2013,137.31
4/8/2013,137.11
4/9/2013,137.11
4/10/2013,137.11
4/11/2013,137.11
4/12/2013,137.11
4/13/2013,137.11
4/14/2013,137.11
4/15/2013,135.68
4/16/2013,135.68
4/17/2013,135.68
4/18/2013,135.68
4/19/2013,135.68
4/20/2013,135.68
4/21/2013,135.68
4/22/2013,134.66
4/23/2013,134.66
4/24/2013,134.66
4/25/2013,134.66
4/26/2013,134.66
4/27/2013,134.66
4/28/2013,134.66
4/29/2013,133.42
4/30/2013,133.42
5/1/2013,133.42
5/2/2013,133.42
5/3/2013,133.42
5/4/2013,133.42
5/5/2013,133.42
5/6/2013,133.12
5/7/2013,133.12
5/8/2013,133.12
5/9/2013,133.12
5/10/2013,133.12
5/11/2013,133.12
5/12/2013,133.12
5/13/2013,133.17
5/14/2013,133.17
5/15/2013,133.17
5/16/2013,133.17
5/17/2013,133.17
5/18/2013,133.17
5/19/2013,133.17
5/20/2013,133.64
5/21/2013,133.64
5/22/2013,133.64
5/23/2013,133.64
5/24/2013,133.64
5/25/2013,133.64
5/26/2013,133.64
5/27/2013,134.04
5/28/2013,134.04
5/29/2013,134.04
5/30/2013,134.04
5/31/2013,134.04
6/1/2013,134.04
6/2/2013,134.04
6/3/2013,134.3
6/4/2013,134.3
6/5/2013,134.3
6/6/2013,134.3
6/7/2013,134.3
6/8/2013,134.3
6/9/2013,134.3
6/10/2013,134.46
6/11/2013,134.46
6/12/2013,134.46
6/13/2013,134.46
6/14/2013,134.46
6/15/2013,134.46
6/16/2013,134.46
6/17/2013,134.52
6/18/2013,134.52
6/19/2013,134.52
6/20/2013,134.52
6/21/2013,134.52
6/22/2013,134.52
6/23/2013,134.52
6/24/2013,133.44
6/25/2013,133.44
6/26/2013,133.44
6/27/2013,133.44
6/28/2013,133.44
6/29/2013,133.44
6/30/2013,133.44
7/1/2013,133.77
7/2/2013,133.77
7/3/2013,133.77
7/4/2013,133.77
7/5/2013,133.77
7/6/2013,133.77
7/7/2013,133.77
7/8/2013,134.95
7/9/2013,134.95
7/10/2013,134.95
7/11/2013,134.95
7/12/2013,134.95
7/13/2013,134.95
7/14/2013,134.95
7/15/2013,136.04
7/16/2013,136.04
7/17/2013,136.04
7/18/2013,136.04
7/19/2013,136.04
7/20/2013,136.04
7/21/2013,136.04
7/22/2013,136.87
7/23/2013,136.87
7/24/2013,136.87
7/25/2013,136.87
7/26/2013,136.87
7/27/2013,136.87
7/28/2013,136.87
7/29/2013,137.02
7/30/2013,137.02
7/31/2013,137.02
8/1/2013,137.02
8/2/2013,137.02
8/3/2013,137.02
8/4/2013,137.02
8/5/2013,137.13
8/6/2013,137.13
8/7/2013,137.13
8/8/2013,137.13
8/9/2013,137.13
8/10/2013,137.13
8/11/2013,137.13
8/12/2013,137
8/13/2013,137
8/14/2013,137
8/15/2013,137
8/16/2013,137
8/17/2013,137
8/18/2013,137
8/19/2013,136.83
8/20/2013,136.83
8/21/2013,136.83
8/22/2013,136.83
8/23/2013,136.83
8/24/2013,136.83
8/25/2013,136.83
8/26/2013,136.83
8/27/2013,136.83
8/28/2013,137.14
8/29/2013,137.14
8/30/2013,137.14
8/31/2013,137.14
9/1/2013,137.14
9/2/2013,137.6
9/3/2013,137.6
9/4/2013,137.6
9/5/2013,137.6
9/6/2013,137.6
9/7/2013,137.6
9/8/2013,137.6
9/9/2013,137.47
9/10/2013,137.47
9/11/2013,137.47
9/12/2013,137.47
9/13/2013,137.47
9/14/2013,137.47
9/15/2013,137.47
9/16/2013,136.95
9/17/2013,136.95
9/18/2013,136.95
9/19/2013,136.95
9/20/2013,136.95
9/21/2013,136.95
9/22/2013,136.95
9/23/2013,133.4
9/24/2013,133.4
9/25/2013,133.4
9/26/2013,133.4
9/27/2013,133.4
9/28/2013,133.4
9/29/2013,133.4
9/30/2013,131.62
10/1/2013,131.62
10/2/2013,131.62
10/3/2013,131.62
10/4/2013,131.62
10/5/2013,131.62
10/6/2013,131.62
10/7/2013,131.67
10/8/2013,131.67
10/9/2013,131.67
10/10/2013,131.67
10/11/2013,131.67
10/12/2013,131.67
10/13/2013,131.67
10/14/2013,131.53
10/15/2013,131.53
10/16/2013,131.53
10/17/2013,131.53
10/18/2013,131.53
10/19/2013,131.53
10/20/2013,131.53
10/21/2013,131.42
10/22/2013,131.42
10/23/2013,131.42
10/24/2013,131.42
10/25/2013,131.42
10/26/2013,131.42
10/27/2013,131.42
10/28/2013,129.92
10/29/2013,129.92
10/30/2013,129.92
10/31/2013,129.92
11/1/2013,129.92
11/2/2013,129.92
11/3/2013,129.92
11/4/2013,129.71
11/5/2013,129.71
11/6/2013,129.71
11/7/2013,129.71
11/8/2013,129.71
11/9/2013,129.71
11/10/2013,129.71
11/11/2013,129.89
11/12/2013,129.89
11/13/2013,129.89
11/14/2013,129.89
11/15/2013,129.89
11/16/2013,129.89
11/17/2013,129.89
11/18/2013,130.03
11/19/2013,130.03
11/20/2013,130.03
11/21/2013,130.03
11/22/2013,130.03
11/23/2013,130.03
11/24/2013,130.03
11/25/2013,130.25
11/26/2013,130.25
11/27/2013,130.25
11/28/2013,130.25
11/29/2013,130.25
11/30/2013,130.25
12/1/2013,130.25
12/2/2013,130.76
12/3/2013,130.76
12/4/2013,130.76
12/5/2013,130.76
12/6/2013,130.76
12/7/2013,130.76
12/8/2013,130.76
12/9/2013,130.96
12/10/2013,130.96
12/11/2013,130.96
12/12/2013,130.96
12/13/2013,130.96
12/14/2013,130.96
12/15/2013,130.96
12/16/2013,130.05
12/17/2013,130.05
12/18/2013,130.05
12/19/2013,130.05
12/20/2013,130.05
12/21/2013,130.05
12/22/2013,130.05
12/23/2013,130.03
12/24/2013,130.03
12/25/2013,130.03
12/26/2013,130.03
12/27/2013,130.03
12/28/2013,130.03
12/29/2013,130.03
12/30/2013,130.26
12/31/2013,130.26
1/1/2014,130.26
1/2/2014,130.26
1/3/2014,130.26
1/4/2014,130.26
1/5/2014,130.26
1/6/2014,130.36
1/7/2014,130.36
1/8/2014,130.36
1/9/2014,130.36
1/10/2014,130.36
1/11/2014,130.36
1/12/2014,130.36
1/13/2014,129.37
1/14/2014,129.37
1/15/2014,129.37
1/16/2014,129.37
1/17/2014,129.37
1/18/2014,129.37
1/19/2014,129.37
1/20/2014,129.02
1/21/2014,129.02
1/22/2014,129.02
1/23/2014,129.02
1/24/2014,129.02
1/25/2014,129.02
1/26/2014,129.02
1/27/2014,128.85
1/28/2014,128.85
1/29/2014,128.85
1/30/2014,128.85
1/31/2014,128.85
2/1/2014,128.85
2/2/2014,128.85
2/3/2014,128.81
2/4/2014,128.81
2/5/2014,128.81
2/6/2014,128.81
2/7/2014,128.81
2/8/2014,128.81
2/9/2014,128.81
2/10/2014,129.16
2/11/2014,129.16
2/12/2014,129.16
2/13/2014,129.16
2/14/2014,129.16
2/15/2014,129.16
2/16/2014,129.16
2/17/2014,129.2
2/18/2014,129.2
2/19/2014,129.2
2/20/2014,129.2
2/21/2014,129.2
2/22/2014,129.2
2/23/2014,129.2
2/24/2014,129.36
2/25/2014,129.36
2/26/2014,129.36
2/27/2014,129.36
2/28/2014,129.36
3/1/2014,129.36
3/2/2014,129.36
3/3/2014,129.39
3/4/2014,129.39
3/5/2014,129.39
3/6/2014,129.39
3/7/2014,129.39
3/8/2014,129.39
3/9/2014,129.39
3/10/2014,128.76
3/11/2014,128.76
3/12/2014,128.76
3/13/2014,128.76
3/14/2014,128.76
3/15/2014,128.76
3/16/2014,128.76
3/17/2014,128.57
3/18/2014,128.57
3/19/2014,128.57
3/20/2014,128.57
3/21/2014,128.57
3/22/2014,128.57
3/23/2014,128.57
3/24/2014,128.76
3/25/2014,128.76
3/26/2014,128.76
3/27/2014,128.76
3/28/2014,128.76
3/29/2014,128.76
3/30/2014,128.76
3/31/2014,128.71
4/1/2014,128.71
4/2/2014,128.71
4/3/2014,128.71
4/4/2014,128.71
4/5/2014,128.71
4/6/2014,128.71
4/7/2014,128.89
4/8/2014,128.89
4/9/2014,128.89
4/10/2014,128.89
4/11/2014,128.89
4/12/2014,128.89
4/13/2014,128.89
4/14/2014,129.11
4/15/2014,129.11
4/16/2014,129.11
4/17/2014,129.11
4/18/2014,129.11
4/19/2014,129.11
4/20/2014,129.11
4/21/2014,129.09
4/22/2014,129.09
4/23/2014,129.09
4/24/2014,129.09
4/25/2014,129.09
4/26/2014,129.09
4/27/2014,129.09
4/28/2014,129.27
4/29/2014,129.27
4/30/2014,129.27
5/1/2014,129.27
5/2/2014,129.27
5/3/2014,129.27
5/4/2014,129.27
5/5/2014,129.5
5/6/2014,129.5
5/7/2014,129.5
5/8/2014,129.5
5/9/2014,129.5
5/10/2014,129.5
5/11/2014,129.5
5/12/2014,129.42
5/13/2014,129.42
5/14/2014,129.42
5/15/2014,129.42
5/16/2014,129.42
5/17/2014,129.42
5/18/2014,129.42
5/19/2014,129.51
5/20/2014,129.51
5/21/2014,129.51
5/22/2014,129.51
5/23/2014,129.51
5/24/2014,129.51
5/25/2014,129.51
5/26/2014,129.63
5/27/2014,129.63
5/28/2014,129.63
5/29/2014,129.63
5/30/2014,129.63
5/31/2014,129.63
6/1/2014,129.63
6/2/2014,129.69
6/3/2014,129.69
6/4/2014,129.69
6/5/2014,129.69
6/6/2014,129.69
6/7/2014,129.69
6/8/2014,129.69
6/9/2014,129.88
6/10/2014,129.88
6/11/2014,129.88
6/12/2014,129.88
6/13/2014,129.88
6/14/2014,129.88
6/15/2014,129.88
6/16/2014,130.14
6/17/2014,130.14
6/18/2014,130.14
6/19/2014,130.14
6/20/2014,130.14
6/21/2014,130.14
6/22/2014,130.14
6/23/2014,130.69
6/24/2014,130.69
6/25/2014,130.69
6/26/2014,130.69
6/27/2014,130.69
6/28/2014,130.69
6/29/2014,130.69
6/30/2014,131.1
7/1/2014,131.1
7/2/2014,131.1
7/3/2014,131.1
7/4/2014,131.1
7/5/2014,131.1
7/6/2014,131.1
7/7/2014,131.11
7/8/2014,131.11
7/9/2014,131.11
7/10/2014,131.11
7/11/2014,131.11
7/12/2014,131.11
7/13/2014,131.11
7/14/2014,131.04
7/15/2014,131.04
7/16/2014,131.04
7/17/2014,131.04
7/18/2014,131.04
7/19/2014,131.04
7/20/2014,131.04
7/21/2014,130.83
7/22/2014,130.83
7/23/2014,130.83
7/24/2014,130.83
7/25/2014,130.83
7/26/2014,130.83
7/27/2014,130.83
7/28/2014,129.63
7/29/2014,129.63
7/30/2014,129.63
7/31/2014,129.63
8/1/2014,129.63
8/2/2014,129.63
8/3/2014,129.63
8/4/2014,129.41
8/5/2014,129.41
8/6/2014,129.41
8/7/2014,129.41
8/8/2014,129.41
8/9/2014,129.41
8/10/2014,129.41
8/11/2014,129.29
8/12/2014,129.29
8/13/2014,129.29
8/14/2014,129.29
8/15/2014,129.29
8/16/2014,129.29
8/17/2014,129.29
8/18/2014,128.34
8/19/2014,128.34
8/20/2014,128.34
8/21/2014,128.34
8/22/2014,128.34
8/23/2014,128.34
8/24/2014,128.34
8/25/2014,128.01
8/26/2014,128.01
8/27/2014,128.01
8/28/2014,128.01
8/29/2014,128.01
8/30/2014,128.01
8/31/2014,128.01
9/1/2014,128.34
9/2/2014,128.34
9/3/2014,128.34
9/4/2014,128.34
9/5/2014,128.34
9/6/2014,128.34
9/7/2014,128.34
9/8/2014,128.43
9/9/2014,128.43
9/10/2014,128.43
9/11/2014,128.43
9/12/2014,128.43
9/13/2014,128.43
9/14/2014,128.43
9/15/2014,128.62
9/16/2014,128.62
9/17/2014,128.62
9/18/2014,128.62
9/19/2014,128.62
9/20/2014,128.62
9/21/2014,128.62
9/22/2014,128.59
9/23/2014,128.59
9/24/2014,128.59
9/25/2014,128.59
9/26/2014,128.59
9/27/2014,128.59
9/28/2014,128.59
9/29/2014,126.78
9/30/2014,126.78
10/1/2014,126.78
10/2/2014,126.78
10/3/2014,126.78
10/4/2014,126.78
10/5/2014,126.78
10/6/2014,126.5
10/7/2014,126.5
10/8/2014,126.5
10/9/2014,126.5
10/10/2014,126.5
10/11/2014,126.5
10/12/2014,126.5
10/13/2014,125.4
10/14/2014,125.4
10/15/2014,125.4
10/16/2014,125.4
10/17/2014,125.4
10/18/2014,125.4
10/19/2014,125.4
10/20/2014,125.11
10/21/2014,125.11
10/22/2014,125.11
10/23/2014,125.11
10/24/2014,125.11
10/25/2014,125.11
10/26/2014,125.11
10/27/2014,123.94
10/28/2014,123.94
10/29/2014,123.94
10/30/2014,123.94
10/31/2014,123.94
11/1/2014,123.94
11/2/2014,123.94
11/3/2014,122.94
11/4/2014,122.94
11/5/2014,122.94
11/6/2014,122.94
11/7/2014,122.94
11/8/2014,122.94
11/9/2014,122.94
11/10/2014,122.5
11/11/2014,122.5
11/12/2014,122.5
11/13/2014,122.5
11/14/2014,122.5
11/15/2014,122.5
11/16/2014,122.5
11/17/2014,122.29
11/18/2014,122.29
11/19/2014,122.29
11/20/2014,122.29
11/21/2014,122.29
11/22/2014,122.29
11/23/2014,122.29
11/24/2014,121.18
11/25/2014,121.18
11/26/2014,121.18
11/27/2014,121.18
11/28/2014,121.18
11/29/2014,121.18
11/30/2014,121.18
12/1/2014,119.83
12/2/2014,119.83
12/3/2014,119.83
12/4/2014,119.83
12/5/2014,119.83
12/6/2014,119.83
12/7/2014,119.83
12/8/2014,116.3
12/9/2014,116.3
12/10/2014,116.3
12/11/2014,116.3
12/12/2014,116.3
12/13/2014,116.3
12/14/2014,116.3
12/15/2014,113.66
12/16/2014,113.66
12/17/2014,113.66
12/18/2014,113.66
12/19/2014,113.66
12/20/2014,113.66
12/21/2014,113.66
12/22/2014,113.16
12/23/2014,113.16
12/24/2014,113.16
12/25/2014,113.16
12/26/2014,113.16
12/27/2014,113.16
12/28/2014,113.16
12/29/2014,111.06
12/30/2014,111.06
12/31/2014,111.06
1/1/2015,111.06
1/2/2015,111.06
1/3/2015,111.06
1/4/2015,111.06
1/5/2015,108.87
1/6/2015,108.87
1/7/2015,108.87
1/8/2015,108.87
1/9/2015,108.87
1/10/2015,108.87
1/11/2015,108.87
1/12/2015,106.83
1/13/2015,106.83
1/14/2015,106.83
1/15/2015,106.83
1/16/2015,106.83
1/17/2015,106.83
1/18/2015,106.83
1/19/2015,106.32
1/20/2015,106.32
1/21/2015,106.32
1/22/2015,106.32
1/23/2015,106.32
1/24/2015,106.32
1/25/2015,106.32
1/26/2015,106.04
1/27/2015,106.04
1/28/2015,106.04
1/29/2015,106.04
1/30/2015,106.04
1/31/2015,106.04
2/1/2015,106.04
2/2/2015,106.35
2/3/2015,106.35
2/4/2015,106.35
2/5/2015,106.35
2/6/2015,106.35
2/7/2015,106.35
2/8/2015,106.35
2/9/2015,107.26
2/10/2015,107.26
2/11/2015,107.26
2/12/2015,107.26
2/13/2015,107.26
2/14/2015,107.26
2/15/2015,107.26
2/16/2015,108.34
2/17/2015,108.34
2/18/2015,108.34
2/19/2015,108.34
2/20/2015,108.34
2/21/2015,108.34
2/22/2015,108.34
2/23/2015,109.2
2/24/2015,109.2
2/25/2015,109.2
2/26/2015,109.2
2/27/2015,109.2
2/28/2015,109.2
3/1/2015,109.2
3/2/2015,110.07
3/3/2015,110.07
3/4/2015,110.07
3/5/2015,110.07
3/6/2015,110.07
3/7/2015,110.07
3/8/2015,110.07
3/9/2015,111.04
3/10/2015,111.04
3/11/2015,111.04
3/12/2015,111.04
3/13/2015,111.04
3/14/2015,111.04
3/15/2015,111.04
3/16/2015,111.65
3/17/2015,111.65
3/18/2015,111.65
3/19/2015,111.65
3/20/2015,111.65
3/21/2015,111.65
3/22/2015,111.65
3/23/2015,112.06
3/24/2015,112.06
3/25/2015,112.06
3/26/2015,112.06
3/27/2015,112.06
3/28/2015,112.06
3/29/2015,112.06
3/30/2015,112.37
3/31/2015,112.37
4/1/2015,112.37
4/2/2015,112.37
4/3/2015,112.37
4/4/2015,112.37
4/5/2015,112.37
4/6/2015,112.52
4/7/2015,112.52
4/8/2015,112.52
4/9/2015,112.52
4/10/2015,112.52
4/11/2015,112.52
4/12/2015,112.52
4/13/2015,112.87
4/14/2015,112.87
4/15/2015,112.87
4/16/2015,112.87
4/17/2015,112.87
4/18/2015,112.87
4/19/2015,112.87
4/20/2015,113.55
4/21/2015,113.55
4/22/2015,113.55
4/23/2015,113.55
4/24/2015,113.55
4/25/2015,113.55
4/26/2015,113.55
4/27/2015,114.27
4/28/2015,114.27
4/29/2015,114.27
4/30/2015,114.27
5/1/2015,114.27
5/2/2015,114.27
5/3/2015,114.27
5/4/2015,115.1
5/5/2015,115.1
5/6/2015,115.1
5/7/2015,115.1
5/8/2015,115.1
5/9/2015,115.1
5/10/2015,115.1
5/11/2015,115.74
5/12/2015,115.74
5/13/2015,115.74
5/14/2015,115.74
5/15/2015,115.74
5/16/2015,115.74
5/17/2015,115.74
5/18/2015,116.02
5/19/2015,116.02
5/20/2015,116.02
5/21/2015,116.02
5/22/2015,116.02
5/23/2015,116.02
5/24/2015,116.02
5/25/2015,116.13
5/26/2015,116.13
5/27/2015,116.13
5/28/2015,116.13
5/29/2015,116.13
5/30/2015,116.13
5/31/2015,116.13
6/1/2015,116.26
6/2/2015,116.26
6/3/2015,116.26
6/4/2015,116.26
6/5/2015,116.26
6/6/2015,116.26
6/7/2015,116.26
6/8/2015,116.39
6/9/2015,116.39
6/10/2015,116.39
6/11/2015,116.39
6/12/2015,116.39
6/13/2015,116.39
6/14/2015,116.39
6/15/2015,116.6
6/16/2015,116.6
6/17/2015,116.6
6/18/2015,116.6
6/19/2015,116.6
6/20/2015,116.6
6/21/2015,116.6
6/22/2015,116.55
6/23/2015,116.55
6/24/2015,116.55
6/25/2015,116.55
6/26/2015,116.55
6/27/2015,116.55
6/28/2015,116.55
6/29/2015,116.34
6/30/2015,116.34
7/1/2015,116.34
7/2/2015,116.34
7/3/2015,116.34
7/4/2015,116.34
7/5/2015,116.34
7/6/2015,116.41
7/7/2015,116.41
7/8/2015,116.41
7/9/2015,116.41
7/10/2015,116.41
7/11/2015,116.41
7/12/2015,116.41
7/13/2015,116.79
7/14/2015,116.79
7/15/2015,116.79
